No,分局,派出所,警編,位置
397,新興分局,中正三所,KC100G0018,新興區開封路與七賢一路口(西向東)
398,新興分局,中正三所,KC101A0097,仁愛一街234號前 / 向南
399,新興分局,中正三所,KC101A0098,六合一路與仁愛一街口(北向南)
400,新興分局,中正三所,KC101A0099,六合一路與復興一路口(向西)
401,新興分局,中正三所,KC101A0100,復興一路與七賢一路口(向南)
402,新興分局,中正三所,KC101A0101,六合一路與復興一路口(向南)
403,新興分局,中正三所,KC101A0102,七賢一路與錦田路口(向北)
404,新興分局,中正三所,KC101A0103,錦田路101巷15號前(向東)
405,新興分局,中正三所,KC101A0104,錦田路與開封路301巷口(向東)
406,新興分局,中正三所,KC101A0105,洛陽街與中東街口(向南)
407,新興分局,中正三所,KC101A0106,中東街與錦田路口(向東)
408,新興分局,中正三所,KC101A0107,錦田路95號後方巷道(向西)
409,新興分局,中正三所,KC101A0108,六合一路與洛陽街口(向西)
410,新興分局,中正三所,KC101A0109,六合一路88巷與七賢一路口(向北)
411,新興分局,中正三所,KC101A0110,六合一路94-1號前(向西)
412,新興分局,中正三所,KC101A0111,六合一路60號(向南)
413,新興分局,中正三所,KC101A0112,六合一路88巷與七賢一路口(向南)
414,新興分局,中正三所,KC101A0113,復興一路1號前(向南)
415,新興分局,中正三所,KC101A0114,復興一路17號前(向南)
416,新興分局,中正三所,KC101A0115,復興一路39號前(向南)
417,新興分局,中正三所,KC101A0116,復興一路37號前(向西)
418,新興分局,中正三所,KC101A0117,復興一路19號旁(向西)
419,新興分局,中正三所,KC101A0118,仁愛一街46前(向東)
420,新興分局,中正三所,KC101A0119,仁愛一街42-1前(向北)
421,新興分局,中正三所,KC101A0120,民生一路234號旁(向北)
422,新興分局,中正三所,KC101A0121,民生一路222巷1號前(向北)
423,新興分局,中正三所,KC101A0122,復橫一路186號旁(向北)
424,新興分局,中正三所,KC101A0123,中正三路71巷口(向南)
425,新興分局,中正三所,KC101A0124,復橫一路178號前(向南)
426,新興分局,中正三所,KC101A0125,仁愛一街72號前(向南)
427,新興分局,中正三所,KC101A0126,仁愛一街與復橫一路口(向西)
428,新興分局,中正三所,KC101A0127,復興一路61號前(向南)
429,新興分局,中正三所,KC101A0128,民生一路234號前(向西)(108維)
430,新興分局,中正三所,KC101A0129,林森一路與六合一路口( 向東)
431,新興分局,中正三所,KC101A0130,林森一路與六合一路口(向北)
432,新興分局,中正三所,KC101A0131,忠孝269巷與林森一路口(向東)
433,新興分局,中正三所,KC101A0132,林森一路與中正路口(向北)
434,新興分局,中正三所,KC101A0133,仁愛一街與忠孝路320巷口(向西)
435,新興分局,中正三所,KC101A0134,復興一路與六合一路口(向北)
436,新興分局,中正三所,KC101A0135,六合一路與仁愛一街口(向西)
437,新興分局,中正三所,KC101A0136,六合一路與仁愛一街口(向東)
438,新興分局,中正三所,KC101A0137,興華與仁愛一街口(向西)
439,新興分局,中正三所,KC101A0138,興華與忠孝一路口(向東)
440,新興分局,中正三所,KC101A0139,仁愛一街與興華路口(向南)
441,新興分局,中正三所,KC101A0140,林森一路與興華路口(向北)
442,新興分局,中正三所,KC101A0141,六合一路與忠孝一路口(向東)(108維)
443,新興分局,中正三所,KC101A0142,六合一路與忠孝一路口(向南)
444,新興分局,中正三所,KC101A0143,興華路與忠孝一路口(向東)
445,新興分局,中正三所,KC101A0144,忠孝一路與六合一路口(向北)
446,新興分局,中正三所,KC101A0145,忠孝一路與七賢一路口(向西)
447,新興分局,中正三所,KC101A0146,七賢一路口與忠孝一路(向北)
448,新興分局,中正三所,KC101A0147,仁愛一街與七賢一路口(向西)
449,新興分局,中正三所,KC101A0148,仁愛一街與七賢一路口(向北)
450,新興分局,中正三所,KC101A0149,復興一路與七賢一路口(向北)
451,新興分局,中正三所,KC101A0150,復興一路與八德一路口(向南)(108維)
452,新興分局,中正三所,KC101A0151,復興一路與河南一路(向西)
453,新興分局,中正三所,KC101A0152,八德一路與林森一路口(向東)
454,新興分局,中正三所,KC101A0153,八德一路202巷口(向西)
455,新興分局,中正三所,KC101A0154,忠孝一路與八德一路口(向北)
456,新興分局,中正三所,KC101A0155,林森一路250號前(向北)(108維)
457,新興分局,中正三所,KC101A0156,仁愛一街與八德一路口(向南)
458,新興分局,中正三所,KC101A0157,忠孝一路421號前(向北)
459,新興分局,中正三所,KC101A0158,忠孝一路與忠孝一路415巷口(向西)
460,新興分局,中正三所,KC101A0159,忠孝一路與仁愛一街291巷(向東)
461,新興分局,中正三所,KC101A0160,忠孝一路421號前(向南)(108維)
462,新興分局,中正三所,KC101A0161,新興路與仁愛一街口(向西)
463,新興分局,中正三所,KC101A0162,新興路與忠孝一路口(向西)
464,新興分局,中正三所,KC101A0163,新興路與忠孝一路口(向東)(109維)
465,新興分局,中正三所,KC101A0164,新興路與林森一路口(向東)
466,新興分局,中正三所,KC101A0165,忠孝一路與忠孝一路200巷口(向東)
467,新興分局,中正三所,KC101A0166,林森一路與林森一路130巷口(向東)
468,新興分局,中正三所,KC101A0167,忠孝一路與林森一路130巷口(向西)
469,新興分局,中正三所,KC101A0168,仁愛一街與忠孝一路200巷口(向西)
470,新興分局,中正三所,KC101A0169,林森一路與民生一路口(向北)
471,新興分局,中正三所,KC101A0170,民生一路314巷口內(向北)
472,新興分局,中正三所,KC101A0171,忠孝一路與新興路口(向南)
473,新興分局,中正三所,KC101A0172,民生一路252號前(向西)
474,新興分局,中正三所,KC101A0173,大同一路與仁愛一街口(向南)
475,新興分局,中正三所,KC101A0174,大同一路與林森一路口(向北)
476,新興分局,中正三所,KC101A0175,忠孝一路與民生一路口(向西)
477,新興分局,中正三所,KC101A0176,忠孝一路與民生一路口(向北)
478,新興分局,中正三所,KC101A0177,開封路與八德一路口(向東)
479,新興分局,中正三所,KC101A0178,洛陽街與八德一路口(向西)
480,新興分局,中正三所,KC101A0179,八德一路與復興一路口(南向北)
481,新興分局,中正三所,KC101A0180,八德一路167號前(西向東)
482,新興分局,中正三所,KC101A0181,河南一路與錦田路口(南向北)
483,新興分局,中正三所,KC101A0182,河南一路與復興一路口(西向東
484,新興分局,中正三所,KC101A0183,同心路與開封路(北向南)
485,新興分局,中正三所,KC101A0184,洛陽街與河南一路口(北向南)
486,新興分局,中正三所,KC101A0185,洛陽街與同心路口(西向東)
487,新興分局,中正三所,KC101A0186,興邦路與開封路口(西向東)
488,新興分局,中正三所,KC101A0187,開封路與河南一路口(北向南)
489,新興分局,中正三所,KC101A0188,八德一路與錦田路口(南向北)
490,新興分局,中正三所,KC101A0189,七賢一路口與洛陽街口(南向北)
491,新興分局,中正三所,KC101A0190,興邦路與錦田路口(西向東)
492,新興分局,中正三所,KC101A0191,錦田路128巷與錦田路口(西向東)
493,新興分局,中正三所,KC101A0192,七賢一路與錦田路口(南向北)
494,新興分局,中正三所,KC101A0193,渤海街與錦田路口(東向西)
495,新興分局,中正三所,KC101A0194,渤海街與達仁街路口(西向東)
496,新興分局,中正三所,KC101A0195,黃海街與錦田路口(東向西)
497,新興分局,中正三所,KC101A0196,黃海街與達仁街口(西向東)
498,新興分局,中正三所,KC101A0197,東海街與錦田路口(東向西)
499,新興分局,中正三所,KC101A0198,東海街與達仁街口(西向東)
500,新興分局,中正三所,KC101A0199,南海街與錦田路口(東向西)
501,新興分局,中正三所,KC101A0200,南海街與達仁街口(西向東)
502,新興分局,中正三所,KC101A0201,達仁街與民生一路口(南向北)
503,新興分局,中正三所,KC101A0202,達仁街與渤海街口(北向南)
504,新興分局,中正三所,KC101A0203,復橫一路與錦田路口(東向西)
505,新興分局,中正三所,KC101A0204,復橫一路與達仁街口(東向西)
506,新興分局,中正三所,KC101A0205,復橫一路與復興一路口(西向東)
507,新興分局,中正三所,KC101A0206,復橫一路157巷與民生一路口(南向北)
508,新興分局,中正三所,KC101A0207,復橫一路157巷與復橫一路口(北向南)
509,新興分局,中正三所,KC101A0208,復橫一路150巷與復橫一路口(南向北)(109維)
510,新興分局,中正三所,KC101A0209,大同一路與林森一路口(南向北)
511,新興分局,中正三所,KC101A0210,大同一路與忠孝一路口(南向北)
512,新興分局,中正三所,KC101A0211,林森一路與林森一路146巷1號(西向東)
513,新興分局,中正三所,KC101A0212,林森一路146巷與忠孝一路口(東向西)
514,新興分局,中正三所,KC101A0213,林森一路146巷口與忠孝一路183號前(北向南)
515,新興分局,中正三所,KC101A0214,林森一路與復橫一路口(西向東)
516,新興分局,中正三所,KC101A0215,復橫一路248號前(東向西)
517,新興分局,中正三所,KC101A0216,復橫一路220號前(東向西)
518,新興分局,中正三所,KC101A0217,林森一路158巷口與忠孝一路口(東向西)
519,新興分局,中正三所,KC101A0218,林森一路與林森一路158巷口(西向東)
520,新興分局,中正三所,KC101A0219,球庭路與林森一路路口(西向東)
521,新興分局,中正三所,KC101A0220,球庭路46號前(東向西)
522,新興分局,中正三所,KC101A0221,忠孝一路233號前(東向西)
523,新興分局,中正三所,KC101A0222,忠孝一路與忠孝一路239巷口(東向西)
524,新興分局,中正三所,KC101A0223,忠孝一路239巷與林森一路口(西向東)
525,新興分局,中正三所,KC101A0224,忠孝一路239巷31號(東向西)
526,新興分局,中正三所,KC101D0017,新興區尚信街與尚義街112巷口(東向西)
527,新興分局,中正三所,KC101D0018,新興區尚信街與尚義街136巷口(東向西)(108維)
528,新興分局,中正三所,KC101D0020,新興區六合路與和平路口(西向東全景)(108維)
529,新興分局,中正三所,KC101D0021,新興區中東街與尚義街口
530,新興分局,中正三所,KC101D0022,新興區民族二路與民族二路24巷口(西向東)
531,新興分局,中正三所,KC101D0023,新興區錦田路與同心路口(西向東)
532,新興分局,中正三所,KC101D0027,新興區錦田路與同心路口(南向北)
533,新興分局,中正三所,KC101D0028,新興區六合路與民族二路機車道(南向北)
534,新興分局,中正三所,KC101D0031,新興區忠孝一路與南華橫二路口(東向西)(109維)
535,新興分局,中正三所,KC101D0032,新興區忠孝一路與忠孝一路437巷口(東向西)(108維)
536,新興分局,中正三所,KC101D0033,新興區忠孝一路與八德一路口(西向東)(108維)
537,新興分局,中正三所,KC101D0034,新興區忠孝一路與林森一路272巷口(東向西)
538,新興分局,中正三所,KC101D0035,新興區仁愛一街與忠孝一路500巷口(東向西)
539,新興分局,中正三所,KC101D0036,新興區仁愛一街與八德一路口(西向東)(108維)
540,新興分局,中正三所,KC101D0037,新興區仁愛一街與忠孝一路484巷口(東向西)(108維)
541,新興分局,中正三所,KC101D0038,新興區仁愛一街與南華橫二路口(東向西)
542,新興分局,中正三所,KC101D0039,新興區仁愛一街與仁愛一街291巷口(東向西)
543,新興分局,中正三所,KC101D0040,新興區大同一路口與林森一路口(西向東)(108維)
544,新興分局,中正三所,KC101D0041,新興區大同一路與忠孝一路口(東向西)
545,新興分局,中正三所,KC101D0042,新興區復橫一路133號前(西向東)
546,新興分局,中正三所,KC101D0043,新興區達仁街與渤海街口(南向北)(108維)
547,新興分局,中正三所,KC101D0045,新興區達仁街與東海街口(南向北)【達仁街43號前】
548,新興分局,中正三所,KC101H0075,新興區民族二路88巷與民族二路口(西向東)
549,新興分局,中正三所,KC101H0076,新興區民族二路與尚智街口機車道(南向北)(108維)
550,新興分局,中正三所,KC101H0077,新興區尚文街20巷5弄與尚文街20巷口(108維)
551,新興分局,中正三所,KC101H0078,新興區尚文街20巷2弄與尚文街20巷口(西向東)
552,新興分局,中正三所,KC101H0079,新興區尚文街11巷與尚文街口(北向南)(108維)
553,新興分局,中正三所,KC101H0080,新興區尚文街44巷與尚文街口(北向南)
554,新興分局,中正三所,KC101H0081,新興區開封路與中東街口(南向北)
555,新興分局,中正三所,KC101H0082,新興區六合一路與開封街口(西向東))
556,新興分局,中正三所,KC101H0083,新興區民族二路105巷與民族二路口(東向西)
557,新興分局,中正三所,KC101H0084,新興區民族二路與信守街口(東向西)
558,新興分局,中正三所,KC101H0085,新興區民生一路222巷39號前(南向北)
559,新興分局,中正三所,KC101H0086,新興區復橫一路132號前(東向西)(108維)
560,新興分局,中正三所,KC101H0087,新興區復橫一路145號(南向北)
561,新興分局,中正三所,KC101H0088,新興區民生一路208號前(南向北)
562,新興分局,中正三所,KC101H0089,新興區復興一路40之1號前(南向北)
563,新興分局,中正三所,KC101H0090,新興區忠孝一路與大同一路口(東向西)
564,新興分局,中正三所,KC101H0091,新興區林森一路與大同一路口(西向東)
